payer,code,avg_rate,max_rate,min_rate,range_rate,percentile_25,median_rate,percentile_75
Kaiser Foundation Health Plan,99051,58.80,64.00,35.00,29.00,54.0000,64.0000,64.0000
UnitedHealthcare,99051,74.24,74.24,74.24,0.00,74.2400,74.2400,74.2400
Aetna,99053,27.91,80.00,8.00,72.00,8.0000,8.0000,80.0000
Blue Shield of California,99053,68.71,68.71,68.71,0.00,68.7100,68.7100,68.7100
Kaiser Foundation Health Plan,99053,68.00,98.00,28.00,70.00,28.0000,98.0000,98.0000
UnitedHealthcare,99053,74.24,74.59,74.24,0.35,74.2400,74.2400,74.2400
Blue Shield of California,99072,22.57,22.57,22.57,0.00,22.5700,22.5700,22.5700
Kaiser Foundation Health Plan,99072,28.14,95.00,11.00,84.00,11.0000,34.0000,34.0000
Aetna,99183,233.10,556.10,121.74,434.36,121.7400,220.9600,220.9600
Blue Shield of California,99183,472.07,927.30,137.42,789.88,137.4200,446.6700,796.0200
Cigna Corporation,99183,388.63,388.63,388.63,0.00,388.6300,388.6300,388.6300
Kaiser Foundation Health Plan,99183,476.31,574.00,202.58,371.42,364.0000,574.0000,574.0000
UnitedHealthcare,99183,450.39,873.01,442.91,430.10,442.9100,442.9100,442.9100
Aetna,99202,77.32,251.61,42.48,209.13,47.5400,63.2000,80.1400
Ambetter,99202,107.73,135.14,82.89,52.25,82.8900,128.9900,128.9900
Cigna Corporation,99202,269.54,269.54,269.54,0.00,269.5400,269.5400,269.5400
Kaiser Foundation Health Plan,99202,212.23,247.00,188.00,59.00,188.0000,188.0000,247.0000
Optum,99202,192.49,212.99,156.62,56.37,156.6200,212.9900,212.9900
UnitedHealthcare,99202,309.33,309.53,298.41,11.12,309.5300,309.5300,309.5300
Aetna,99203,111.80,355.57,64.18,291.39,72.0500,90.3800,113.2100
Ambetter,99203,172.96,206.23,142.04,64.19,142.0400,197.6200,198.9400
Blue Shield of California,99203,367.31,369.51,366.39,3.12,366.3900,366.3900,369.5100
Cigna Corporation,99203,387.12,387.12,387.12,0.00,387.1200,387.1200,387.1200
Kaiser Foundation Health Plan,99203,365.28,376.00,327.00,49.00,354.0000,376.0000,376.0000
Optum,99203,277.41,306.96,225.72,81.24,225.7200,306.9600,306.9600
UnitedHealthcare,99203,437.27,437.42,429.16,8.26,437.4200,437.4200,437.4200
Aetna,99204,176.04,540.80,108.81,431.99,121.9000,135.8800,172.0600
Ambetter,99204,259.19,307.61,229.63,77.98,229.6300,237.7200,292.7800
Blue Shield of California,99204,533.62,537.54,532.97,4.57,532.9700,532.9700,532.9700
Cigna Corporation,99204,586.24,586.24,586.24,0.00,586.2400,586.2400,586.2400
Kaiser Foundation Health Plan,99204,558.34,589.00,490.00,99.00,538.0000,589.0000,589.0000
Optum,99204,420.09,464.84,341.79,123.05,341.7900,464.8400,464.8400
UnitedHealthcare,99204,665.14,665.29,656.80,8.49,665.2900,665.2900,665.2900
Aetna,99205,223.12,682.67,139.57,543.10,156.9800,167.9300,217.1500
Ambetter,99205,345.53,404.69,267.57,137.12,312.0100,312.0100,404.6900
Blue Shield of California,99205,630.14,697.15,627.24,69.91,627.2400,627.2400,632.6300
Cigna Corporation,99205,736.69,736.69,736.69,0.00,736.6900,736.6900,736.6900
Kaiser Foundation Health Plan,99205,694.73,738.00,633.00,105.00,653.0000,738.0000,738.0000
Optum,99205,519.72,575.08,422.85,152.23,422.8500,575.0800,575.0800
UnitedHealthcare,99205,839.42,839.81,817.46,22.35,839.8100,839.8100,839.8100
Aetna,99211,20.63,77.93,7.99,69.94,8.9600,18.6500,24.8700
Cigna Corporation,99211,73.97,73.97,73.97,0.00,73.9700,73.9700,73.9700
Health Net,99211,66.21,66.21,66.21,0.00,66.2100,66.2100,66.2100
Kaiser Foundation Health Plan,99211,67.90,70.00,65.00,5.00,65.0000,70.0000,70.0000
Optum,99211,59.24,59.24,59.24,0.00,59.2400,59.2400,59.2400
UnitedHealthcare,99211,95.66,95.87,84.16,11.71,95.8700,95.8700,95.8700
Aetna,99212,47.65,151.10,24.35,126.75,35.0000,36.1200,48.1600
Ambetter,99212,76.14,106.17,61.20,44.97,61.2000,61.2000,100.9900
Cigna Corporation,99212,157.93,157.93,157.93,0.00,157.9300,157.9300,157.9300
Kaiser Foundation Health Plan,99212,153.28,159.00,148.00,11.00,148.0000,148.0000,159.0000
Optum,99212,113.78,125.91,92.57,33.34,92.5700,125.9100,125.9100
UnitedHealthcare,99212,185.68,185.88,174.78,11.10,185.8800,185.8800,185.8800
Aetna,99213,76.92,248.31,47.81,200.50,49.0000,59.3000,79.0700
Ambetter,99213,130.26,169.13,97.21,71.92,114.0100,117.8900,160.1100
Blue Shield of California,99213,259.93,259.96,259.78,0.18,259.9600,259.9600,259.9600
Cigna Corporation,99213,263.20,263.20,263.20,0.00,263.2000,263.2000,263.2000
Health Net,99213,253.30,281.00,213.59,67.41,232.6350,266.1500,273.5750
Kaiser Foundation Health Plan,99213,252.36,269.00,227.00,42.00,240.0000,240.0000,269.0000
Optum,99213,187.70,207.70,152.72,54.98,152.7200,207.7000,207.7000
UnitedHealthcare,99213,305.18,305.47,289.09,16.38,305.4700,305.4700,305.4700
Aetna,99214,113.42,359.97,65.88,294.09,73.6400,89.6400,114.5900
Ambetter,99214,200.41,237.95,168.62,69.33,168.6200,226.0800,226.0800
Blue Shield of California,99214,357.79,388.61,356.56,32.05,356.5600,356.5600,356.5600
Cigna Corporation,99214,386.81,386.81,386.81,0.00,386.8100,386.8100,386.8100
Health Net,99214,381.25,422.47,321.13,101.34,340.8850,400.1500,416.8900
Kaiser Foundation Health Plan,99214,369.56,393.00,331.00,62.00,353.0000,353.0000,393.0000
Optum,99214,275.17,304.48,223.89,80.59,223.8900,304.4800,304.4800
UnitedHealthcare,99214,442.57,442.83,428.43,14.40,442.8300,442.8300,442.8300
Aetna,99215,154.53,482.87,92.65,390.22,104.0600,119.6100,153.6700
Ambetter,99215,267.03,316.13,247.93,68.20,247.9300,258.3100,258.3100
Blue Shield of California,99215,429.22,472.54,422.52,50.02,422.5200,422.5200,423.4300
Cigna Corporation,99215,519.35,519.35,519.35,0.00,519.3500,519.3500,519.3500
Kaiser Foundation Health Plan,99215,496.91,524.00,447.00,77.00,475.0000,524.0000,524.0000
Optum,99215,367.23,406.34,298.80,107.54,298.8000,406.3400,406.3400
UnitedHealthcare,99215,593.69,594.02,575.25,18.77,594.0200,594.0200,594.0200
Kaiser Foundation Health Plan,99217,281.42,313.00,210.00,103.00,243.0000,313.0000,313.0000
Kaiser Foundation Health Plan,99219,488.73,538.00,435.00,103.00,435.0000,538.0000,538.0000
Kaiser Foundation Health Plan,99220,684.00,764.00,604.00,160.00,604.0000,684.0000,764.0000
Aetna,99221,159.18,331.30,93.56,237.74,93.5600,159.0000,159.0000
Ambetter,99221,142.23,142.23,142.23,0.00,142.2300,142.2300,142.2300
Blue Shield of California,99221,305.64,305.75,305.41,0.34,305.4100,305.7500,305.7500
Cigna Corporation,99221,357.49,357.49,357.49,0.00,357.4900,357.4900,357.4900
Kaiser Foundation Health Plan,99221,297.64,306.00,283.00,23.00,292.0000,292.0000,306.0000
Optum,99221,361.28,361.28,361.28,0.00,361.2800,361.2800,361.2800
UnitedHealthcare,99221,407.36,407.56,396.56,11.00,407.5600,407.5600,407.5600
Aetna,99222,192.47,449.49,127.68,321.81,127.6800,159.0000,159.0000
Ambetter,99222,190.75,224.25,148.12,76.13,148.1200,224.2500,224.2500
Blue Shield of California,99222,441.32,476.83,440.28,36.55,440.2800,440.7300,440.7300
Cigna Corporation,99222,484.58,484.58,484.58,0.00,484.5800,484.5800,484.5800
Kaiser Foundation Health Plan,99222,454.23,480.00,385.00,95.00,451.0000,451.0000,480.0000
Optum,99222,374.09,374.09,374.09,0.00,374.0900,374.0900,374.0900
UnitedHealthcare,99222,552.75,552.96,541.23,11.73,552.9600,552.9600,552.9600
Aetna,99223,221.35,662.04,159.00,503.04,159.7400,187.9300,210.2600
Ambetter,99223,299.66,299.66,299.66,0.00,299.6600,299.6600,299.6600
Blue Shield of California,99223,633.14,684.50,631.91,52.59,632.5300,632.5300,632.5300
Cigna Corporation,99223,718.72,718.72,718.72,0.00,718.7200,718.7200,718.7200
Kaiser Foundation Health Plan,99223,650.00,711.00,567.00,144.00,610.0000,610.0000,711.0000
Optum,99223,539.39,539.39,539.39,0.00,539.3900,539.3900,539.3900
UnitedHealthcare,99223,814.12,814.43,796.63,17.80,814.4300,814.4300,814.4300
Kaiser Foundation Health Plan,99225,260.28,285.00,182.00,103.00,233.0000,285.0000,285.0000
Kaiser Foundation Health Plan,99226,340.00,340.00,340.00,0.00,340.0000,340.0000,340.0000
Aetna,99231,67.74,128.33,37.33,91.00,37.3300,75.0000,75.0000
Ambetter,99231,85.10,85.10,85.10,0.00,85.1000,85.1000,85.1000
Blue Shield of California,99231,133.07,133.12,132.98,0.14,132.9800,133.1200,133.1200
Cigna Corporation,99231,138.93,138.93,138.93,0.00,138.9300,138.9300,138.9300
Kaiser Foundation Health Plan,99231,130.84,138.00,109.00,29.00,131.0000,131.0000,138.0000
Optum,99231,267.21,267.21,267.21,0.00,267.2100,267.2100,267.2100
UnitedHealthcare,99231,157.87,158.22,157.87,0.35,157.8700,157.8700,157.8700
Aetna,99232,91.19,237.04,67.53,169.51,67.5300,75.0000,75.2800
Ambetter,99232,117.76,136.66,90.27,46.39,90.2700,136.6600,136.6600
Blue Shield of California,99232,224.30,224.37,224.16,0.21,224.1600,224.3700,224.3700
Cigna Corporation,99232,256.54,256.54,256.54,0.00,256.5400,256.5400,256.5400
Kaiser Foundation Health Plan,99232,239.53,256.00,194.00,62.00,238.0000,238.0000,256.0000
Optum,99232,320.65,320.65,320.65,0.00,320.6500,320.6500,320.6500
UnitedHealthcare,99232,291.50,291.60,286.24,5.36,291.6000,291.6000,291.6000
Aetna,99233,114.03,341.60,81.38,260.22,82.3700,96.9000,108.5000
Ambetter,99233,205.56,205.56,205.56,0.00,205.5600,205.5600,205.5600
Blue Shield of California,99233,318.68,318.77,318.50,0.27,318.5000,318.7700,318.7700
Cigna Corporation,99233,370.47,370.47,370.47,0.00,370.4700,370.4700,370.4700
Kaiser Foundation Health Plan,99233,333.23,365.00,296.00,69.00,310.0000,310.0000,365.0000
Optum,99233,374.09,374.09,374.09,0.00,374.0900,374.0900,374.0900
UnitedHealthcare,99233,420.06,420.23,410.72,9.51,420.2300,420.2300,420.2300
Aetna,99238,91.84,240.05,67.57,172.48,67.5700,75.0000,76.2900
Blue Shield of California,99238,264.17,264.25,264.01,0.24,264.0100,264.2500,264.2500
Cigna Corporation,99238,259.19,259.19,259.19,0.00,259.1900,259.1900,259.1900
Kaiser Foundation Health Plan,99238,250.92,259.00,244.00,15.00,244.0000,244.0000,259.0000
UnitedHealthcare,99238,295.15,295.31,286.45,8.86,295.3100,295.3100,295.3100
Aetna,99239,117.29,352.47,84.02,268.45,84.1800,99.0300,112.0200
Ambetter,99239,166.81,205.05,131.33,73.72,131.3300,198.8300,198.8300
Blue Shield of California,99239,360.13,360.24,359.89,0.35,359.8900,360.2400,360.2400
Cigna Corporation,99239,384.27,384.27,384.27,0.00,384.2700,384.2700,384.2700
Kaiser Foundation Health Plan,99239,346.84,380.00,307.00,73.00,323.0000,323.0000,380.0000
UnitedHealthcare,99239,433.36,433.60,419.80,13.80,433.6000,433.6000,433.6000
Aetna,99243,140.36,408.29,84.00,324.29,88.5900,105.0000,140.0000
Ambetter,99243,201.03,201.03,201.03,0.00,201.0300,201.0300,201.0300
Cigna Corporation,99243,439.48,439.48,439.48,0.00,439.4800,439.4800,439.4800
Kaiser Foundation Health Plan,99243,431.28,454.00,401.00,53.00,401.0000,454.0000,454.0000
Optum,99243,427.53,427.53,427.53,0.00,427.5300,427.5300,427.5300
UnitedHealthcare,99243,502.15,502.28,495.29,6.99,502.2800,502.2800,502.2800
Aetna,99244,198.23,609.38,119.92,489.46,141.0800,145.3200,193.7600
Blue Shield of California,99244,518.75,521.87,517.44,4.43,517.4400,517.4400,521.8700
Cigna Corporation,99244,655.01,655.01,655.01,0.00,655.0100,655.0100,655.0100
Kaiser Foundation Health Plan,99244,635.42,671.00,588.00,83.00,588.0000,671.0000,671.0000
Optum,99244,427.53,427.53,427.53,0.00,427.5300,427.5300,427.5300
UnitedHealthcare,99244,749.36,749.65,732.98,16.67,749.6500,749.6500,749.6500
Aetna,99254,181.42,553.14,124.00,429.14,131.7200,152.2400,175.6200
Ambetter,99254,242.27,242.27,242.27,0.00,242.2700,242.2700,242.2700
Blue Shield of California,99254,441.32,476.83,440.28,36.55,440.2800,440.7300,440.7300
Cigna Corporation,99254,592.78,592.78,592.78,0.00,592.7800,592.7800,592.7800
Kaiser Foundation Health Plan,99254,573.08,589.00,553.00,36.00,556.0000,589.0000,589.0000
UnitedHealthcare,99254,680.09,680.47,659.08,21.39,680.4700,680.4700,680.4700
Aetna,99282,66.54,140.42,38.85,101.57,38.8500,66.0000,66.0000
Ambetter,99282,72.57,72.57,72.57,0.00,72.5700,72.5700,72.5700
Blue Shield of California,99282,136.52,136.56,136.45,0.11,136.4500,136.5600,136.5600
Cigna Corporation,99282,144.93,144.93,144.93,0.00,144.9300,144.9300,144.9300
Kaiser Foundation Health Plan,99282,147.82,155.00,140.00,15.00,140.0000,155.0000,155.0000
UnitedHealthcare,99282,172.74,172.74,172.74,0.00,172.7400,172.7400,172.7400
Aetna,99283,80.37,210.19,58.85,151.34,58.8500,66.0000,66.6500
Ambetter,99283,121.54,121.54,121.54,0.00,121.5400,121.5400,121.5400
Blue Shield of California,99283,236.27,251.88,235.81,16.07,235.8100,236.0100,236.0100
Cigna Corporation,99283,216.60,216.60,216.60,0.00,216.6000,216.6000,216.6000
Kaiser Foundation Health Plan,99283,242.78,249.00,236.00,13.00,236.0000,249.0000,249.0000
UnitedHealthcare,99283,258.42,258.58,249.45,9.13,258.5800,258.5800,258.5800
Aetna,99284,163.50,384.40,110.55,273.85,110.5500,132.0000,132.0000
Ambetter,99284,158.62,205.03,135.42,69.61,135.4200,135.4200,205.0300
Blue Shield of California,99284,405.09,405.21,404.83,0.38,404.8300,405.2100,405.2100
Cigna Corporation,99284,410.66,410.66,410.66,0.00,410.6600,410.6600,410.6600
Kaiser Foundation Health Plan,99284,394.58,424.00,365.00,59.00,365.0000,395.0000,424.0000
UnitedHealthcare,99284,472.80,472.88,468.63,4.25,472.8800,472.8800,472.8800
Aetna,99285,187.77,557.85,132.65,425.20,137.8800,162.2100,176.8600
Ambetter,99285,299.66,303.59,297.49,6.10,297.4900,297.4900,303.5900
Blue Shield of California,99285,594.26,632.39,593.22,39.17,593.8400,593.8400,593.8400
Cigna Corporation,99285,605.34,605.34,605.34,0.00,605.3400,605.3400,605.3400
Kaiser Foundation Health Plan,99285,552.47,596.00,505.00,91.00,505.0000,596.0000,596.0000
UnitedHealthcare,99285,686.29,687.61,686.27,1.34,686.2700,686.2700,686.2700
Aetna,99291,396.16,918.32,209.68,708.64,209.6800,258.5600,721.6400
Ambetter,99291,373.94,373.94,373.94,0.00,373.9400,373.9400,373.9400
Blue Shield of California,99291,1006.88,1007.19,1006.16,1.03,1006.1600,1007.1900,1007.1900
Cigna Corporation,99291,977.11,977.11,977.11,0.00,977.1100,977.1100,977.1100
Kaiser Foundation Health Plan,99291,945.00,987.00,691.00,296.00,920.0000,987.0000,987.0000
UnitedHealthcare,99291,1129.12,1129.71,1096.01,33.70,1129.7100,1129.7100,1129.7100
Aetna,99305,143.79,426.57,101.66,324.91,110.0700,119.7700,135.5500
Blue Shield of California,99305,316.94,350.34,316.16,34.18,316.5400,316.5400,316.5400
Cigna Corporation,99305,464.56,464.56,464.56,0.00,464.5600,464.5600,464.5600
Kaiser Foundation Health Plan,99305,294.47,372.00,244.95,127.05,244.9500,244.9500,372.0000
UnitedHealthcare,99305,524.76,524.76,524.76,0.00,524.7600,524.7600,524.7600
Aetna,99306,184.22,549.06,130.84,418.22,139.5000,152.6200,174.4500
Blue Shield of California,99306,390.86,430.83,389.78,41.05,389.7800,390.1600,390.1600
Cigna Corporation,99306,594.34,594.34,594.34,0.00,594.3400,594.3400,594.3400
Kaiser Foundation Health Plan,99306,411.48,475.00,365.12,109.88,373.0000,373.0000,475.0000
UnitedHealthcare,99306,675.45,675.45,675.45,0.00,675.4500,675.4500,675.4500
Aetna,99307,49.04,144.79,34.52,110.27,37.6800,41.3700,46.0200
Blue Shield of California,99307,123.33,123.37,123.26,0.11,123.2600,123.3700,123.3700
Cigna Corporation,99307,159.44,159.44,159.44,0.00,159.4400,159.4400,159.4400
Kaiser Foundation Health Plan,99307,121.14,125.00,108.00,17.00,117.0000,125.0000,125.0000
UnitedHealthcare,99307,178.06,178.11,175.35,2.76,178.1100,178.1100,178.1100
Aetna,99308,76.64,227.78,54.32,173.46,58.4600,63.6000,72.4200
Blue Shield of California,99308,204.89,228.08,204.37,23.71,204.6100,204.6100,204.6100
Cigna Corporation,99308,246.71,246.71,246.71,0.00,246.7100,246.7100,246.7100
Kaiser Foundation Health Plan,99308,144.13,152.36,137.97,14.39,137.9700,137.9700,152.3600
UnitedHealthcare,99308,280.21,280.21,280.21,0.00,280.2100,280.2100,280.2100
Aetna,99309,101.12,300.97,71.77,229.20,76.9200,83.7300,95.6900
Blue Shield of California,99309,288.56,320.69,287.85,32.84,288.1600,288.1600,288.1600
Cigna Corporation,99309,326.65,326.65,326.65,0.00,326.6500,326.6500,326.6500
Kaiser Foundation Health Plan,99309,207.88,219.54,199.15,20.39,199.1500,199.1500,219.5400
UnitedHealthcare,99309,370.25,370.25,370.25,0.00,370.2500,370.2500,370.2500
Aetna,99310,149.13,443.68,105.77,337.91,113.5100,123.6200,141.0300
Blue Shield of California,99310,361.43,401.50,360.37,41.13,360.3700,360.7200,360.7200
Cigna Corporation,99310,485.25,485.25,485.25,0.00,485.2500,485.2500,485.2500
Kaiser Foundation Health Plan,99310,325.78,388.00,283.20,104.80,283.2000,283.2000,388.0000
UnitedHealthcare,99310,545.81,545.81,545.81,0.00,545.8100,545.8100,545.8100
Aetna,99385,175.40,439.85,78.84,361.01,78.8400,113.6400,325.0200
Ambetter,99385,167.43,167.43,167.43,0.00,167.4300,167.4300,167.4300
Blue Shield of California,99385,429.47,486.59,428.36,58.23,428.7000,428.7000,428.7000
Cigna Corporation,99385,471.11,471.11,471.11,0.00,471.1100,471.1100,471.1100
Kaiser Foundation Health Plan,99385,460.57,477.00,420.00,57.00,441.0000,477.0000,477.0000
UnitedHealthcare,99385,539.73,541.10,462.45,78.65,541.1000,541.1000,541.1000
Aetna,99386,207.57,508.15,96.79,411.36,96.7900,131.9500,394.5400
Ambetter,99386,263.32,263.32,263.32,0.00,263.3200,263.3200,263.3200
Blue Shield of California,99386,511.29,511.43,510.88,0.55,511.4300,511.4300,511.4300
Cigna Corporation,99386,546.35,546.35,546.35,0.00,546.3500,546.3500,546.3500
Kaiser Foundation Health Plan,99386,531.57,552.00,475.00,77.00,508.0000,552.0000,552.0000
UnitedHealthcare,99386,623.58,625.12,536.96,88.16,625.1200,625.1200,625.1200
Aetna,99391,126.79,332.53,52.62,279.91,52.6200,81.9300,232.3600
Ambetter,99391,148.11,183.30,116.18,67.12,119.4100,174.2800,174.2800
Cigna Corporation,99391,356.94,356.94,356.94,0.00,356.9400,356.9400,356.9400
Kaiser Foundation Health Plan,99391,342.28,350.00,332.00,18.00,332.0000,350.0000,350.0000
UnitedHealthcare,99391,407.75,409.07,333.41,75.66,409.0700,409.0700,409.0700
Aetna,99393,138.74,352.62,61.24,291.38,61.2400,90.5400,253.6800
Ambetter,99393,185.06,185.06,185.06,0.00,185.0600,185.0600,185.0600
Cigna Corporation,99393,379.41,379.41,379.41,0.00,379.4100,379.4100,379.4100
Kaiser Foundation Health Plan,99393,372.57,385.00,356.00,29.00,356.0000,385.0000,385.0000
UnitedHealthcare,99393,432.65,433.79,368.44,65.35,433.7900,433.7900,433.7900
Aetna,99394,154.36,387.13,70.04,317.09,70.0400,98.9800,286.9700
Ambetter,99394,202.62,211.58,201.81,9.77,201.8100,201.8100,201.8100
Cigna Corporation,99394,416.02,416.02,416.02,0.00,416.0200,416.0200,416.0200
Kaiser Foundation Health Plan,99394,407.42,422.00,388.00,34.00,388.0000,422.0000,422.0000
UnitedHealthcare,99394,474.96,476.24,402.79,73.45,476.2400,476.2400,476.2400
Aetna,99395,156.95,396.65,70.04,326.61,70.0400,99.3400,295.2500
Ambetter,99395,212.57,216.22,206.33,9.89,206.3300,216.2200,216.2200
Cigna Corporation,99395,424.99,424.99,424.99,0.00,424.9900,424.9900,424.9900
Kaiser Foundation Health Plan,99395,412.80,431.00,361.00,70.00,392.0000,431.0000,431.0000
UnitedHealthcare,99395,486.49,487.95,404.25,83.70,487.9500,487.9500,487.9500
Aetna,99396,170.39,421.61,78.84,342.77,78.8400,108.1500,321.4400
Ambetter,99396,213.56,229.46,161.41,68.05,218.8800,218.8800,229.4600
Cigna Corporation,99396,452.64,452.64,452.64,0.00,452.6400,452.6400,452.6400
Kaiser Foundation Health Plan,99396,439.19,458.00,383.00,75.00,418.0000,458.0000,458.0000
UnitedHealthcare,99396,517.29,518.66,440.11,78.55,518.6600,518.6600,518.6600
Aetna,99397,185.53,453.54,88.17,365.37,88.1700,121.8700,338.7100
Cigna Corporation,99397,487.27,487.27,487.27,0.00,487.2700,487.2700,487.2700
Kaiser Foundation Health Plan,99397,473.61,493.00,414.00,79.00,452.0000,493.0000,493.0000
UnitedHealthcare,99397,556.86,557.94,495.94,62.00,557.9400,557.9400,557.9400
Aetna,99439,32.39,37.21,27.58,9.63,27.5800,32.3950,37.2100
Cigna Corporation,99439,137.58,137.58,137.58,0.00,137.5800,137.5800,137.5800
Kaiser Foundation Health Plan,99439,91.22,102.06,69.18,32.88,78.0000,90.9800,102.0000
UnitedHealthcare,99439,159.10,159.15,156.39,2.76,159.1500,159.1500,159.1500
Aetna,99441,41.80,151.10,11.98,139.12,11.9800,13.7400,83.9000
Ambetter,99441,57.00,57.00,57.00,0.00,57.0000,57.0000,57.0000
Cigna Corporation,99441,49.57,49.57,49.57,0.00,49.5700,49.5700,49.5700
Kaiser Foundation Health Plan,99441,90.65,122.62,63.61,59.01,65.0025,88.6300,108.0800
Optum,99441,27.77,31.33,22.48,8.85,24.6700,26.8600,31.3300
UnitedHealthcare,99441,183.66,185.88,58.23,127.65,185.8800,185.8800,185.8800
Aetna,99442,75.75,248.31,24.49,223.82,24.4900,25.8900,167.6800
Ambetter,99442,109.33,110.00,109.00,1.00,109.0000,109.0000,110.0000
Cigna Corporation,99442,95.90,95.90,95.90,0.00,95.9000,95.9000,95.9000
Kaiser Foundation Health Plan,99442,153.87,193.48,121.00,72.48,123.2925,151.1750,172.1800
Optum,99442,54.97,62.69,44.96,17.73,48.2200,51.4800,62.6900
UnitedHealthcare,99442,302.06,305.47,109.75,195.72,305.4700,305.4700,305.4700
Aetna,99443,112.68,359.97,37.00,322.97,37.0000,38.0500,258.5500
Ambetter,99443,161.00,161.00,161.00,0.00,161.0000,161.0000,161.0000
Cigna Corporation,99443,141.48,141.48,141.48,0.00,141.4800,141.4800,141.4800
Kaiser Foundation Health Plan,99443,264.69,300.00,192.64,107.36,212.3750,271.5800,300.0000
Optum,99443,72.47,94.04,56.20,37.84,56.8800,62.6900,94.0400
UnitedHealthcare,99443,437.93,442.83,161.31,281.52,442.8300,442.8300,442.8300
Aetna,99454,106.01,210.79,65.96,144.83,65.9600,65.9600,210.7900
Blue Shield of California,99454,236.05,236.05,236.05,0.00,236.0500,236.0500,236.0500
Cigna Corporation,99454,236.02,236.02,236.02,0.00,236.0200,236.0200,236.0200
Kaiser Foundation Health Plan,99454,105.14,116.18,96.86,19.32,96.8600,96.8600,116.1800
UnitedHealthcare,99454,259.40,264.55,259.31,5.24,259.3100,259.3100,259.3100
Aetna,99457,67.86,168.74,31.59,137.15,31.5900,51.2900,105.2200
Cigna Corporation,99457,183.63,183.63,183.63,0.00,183.6300,183.6300,183.6300
Kaiser Foundation Health Plan,99457,86.11,106.84,69.00,37.84,69.0000,86.0600,94.1200
UnitedHealthcare,99457,207.54,207.59,204.98,2.61,207.5900,207.5900,207.5900
Aetna,99487,149.92,304.24,82.36,221.88,82.3600,82.3600,172.3200
Blue Shield of California,99487,295.32,325.30,294.86,30.44,294.8600,294.8600,294.8600
Cigna Corporation,99487,336.68,336.68,336.68,0.00,336.6800,336.6800,336.6800
Kaiser Foundation Health Plan,99487,259.92,289.66,222.00,67.66,257.0000,257.0000,257.0000
UnitedHealthcare,99487,373.78,374.27,346.22,28.05,374.2700,374.2700,374.2700
Aetna,99490,60.62,137.00,32.30,104.70,32.3000,42.7100,105.2200
Cigna Corporation,99490,151.73,151.73,151.73,0.00,151.7300,151.7300,151.7300
Kaiser Foundation Health Plan,99490,121.17,131.32,99.26,32.06,121.0000,121.0000,121.0000
UnitedHealthcare,99490,168.55,169.94,168.53,1.41,168.5300,168.5300,168.5300
Aetna,99495,249.00,615.85,133.67,482.18,133.6700,164.1500,405.7500
Cigna Corporation,99495,590.95,590.95,590.95,0.00,590.9500,590.9500,590.9500
Kaiser Foundation Health Plan,99495,633.50,711.00,556.00,155.00,556.0000,633.5000,711.0000
UnitedHealthcare,99495,756.43,757.61,690.01,67.60,757.6100,757.6100,757.6100
Aetna,99496,340.97,812.73,196.31,616.42,196.3100,231.3900,534.1800
Cigna Corporation,99496,835.00,835.00,835.00,0.00,835.0000,835.0000,835.0000
Kaiser Foundation Health Plan,99496,785.00,788.00,782.00,6.00,782.0000,785.0000,788.0000
UnitedHealthcare,99496,999.33,999.81,972.67,27.14,999.8100,999.8100,999.8100
Aetna,99499,80.00,80.00,80.00,0.00,80.0000,80.0000,80.0000
Blue Shield of California,99499,50.00,50.00,50.00,0.00,50.0000,50.0000,50.0000
Aetna,99601,60.00,60.00,60.00,0.00,60.0000,60.0000,60.0000
Blue Shield of California,99601,487.28,487.28,487.28,0.00,487.2800,487.2800,487.2800
Kaiser Foundation Health Plan,99601,218.47,340.00,125.00,215.00,125.0000,125.0000,340.0000
Kaiser Foundation Health Plan,A0100,11.00,12.00,3.00,9.00,12.0000,12.0000,12.0000
Aetna,A0130,39.13,39.13,39.13,0.00,39.1300,39.1300,39.1300
Kaiser Foundation Health Plan,A0130,62.83,68.00,59.00,9.00,59.0000,59.5000,68.0000
Kaiser Foundation Health Plan,A0382,38.00,38.00,38.00,0.00,38.0000,38.0000,38.0000
UnitedHealthcare,A0382,33.07,33.07,33.07,0.00,33.0700,33.0700,33.0700
Aetna,A0425,5.49,5.49,5.49,0.00,5.4900,5.4900,5.4900
Blue Shield of California,A0425,21.33,21.33,21.33,0.00,21.3300,21.3300,21.3300
Kaiser Foundation Health Plan,A0425,28.50,37.00,20.00,17.00,20.0000,28.5000,37.0000
UnitedHealthcare,A0425,29.43,29.43,29.43,0.00,29.4300,29.4300,29.4300
Aetna,A4221,27.50,74.09,9.69,64.40,9.6900,9.6900,74.0900
Kaiser Foundation Health Plan,A4221,43.80,76.00,22.00,54.00,22.0000,22.0000,76.0000
UnitedHealthcare,A4221,84.85,95.02,84.67,10.35,84.6700,84.6700,84.6700
Aetna,A4222,53.85,142.40,20.00,122.40,20.0000,20.0000,142.4000
Kaiser Foundation Health Plan,A4222,63.41,93.31,41.00,52.31,41.0000,41.0000,93.3100
UnitedHealthcare,A4222,163.18,188.54,162.74,25.80,162.7400,162.7400,162.7400
Kaiser Foundation Health Plan,A4230,9.00,9.00,9.00,0.00,9.0000,9.0000,9.0000
Kaiser Foundation Health Plan,A4253,20.00,20.00,20.00,0.00,20.0000,20.0000,20.0000
UnitedHealthcare,A4253,32.14,32.14,32.14,0.00,32.1400,32.1400,32.1400
